Power(watts),Distance(metres),Heartrate(BPM),Speed(m/s),WindSpeed (m/s),Cadaence(revs/s),Elevation(meters),Hill slope(%),Temperature(C),Cluster
0,22853,113,12.919,15.557,0,300.84,-10.75,21.667,B
0,22853,113,12.562,14.976,0,300.84,-10.36,21.667,B
0,22869,113,12.115,14.931,0,294.44,-9.97,21.667,B
0,22885,112,11.623,14.395,0,294.44,-10.37,21.667,B
0,22901,112,11.355,14.797,0,294.44,-11.58,21.667,B
0,22901,112,10.952,14.395,0,294.44,-12.19,21.667,B
0,22917,111,10.461,12.964,0,288.34,-12.99,21.667,B
0,22917,111,9.8796,12.741,0,288.34,-13.6,21.667,B
0,22933,110,9.5219,12.159,0,288.34,-13.31,21.667,B
0,22949,110,9.9243,12.919,0,288.34,-13.11,21.667,B
0,22949,109,10.416,12.696,0,282.24,-12.02,21.667,B
110.34,22965,110,10.863,13.188,1.3833,282.24,-10.62,21.667,F
133.06,22981,110,11.31,13.232,1.0667,282.24,-9.83,21.667,F
30.49,22981,110,11.668,13.858,0.36667,282.24,-8.94,21.667,F
0,22997,110,11.891,14.797,0,277.37,-8.84,21.667,B
85.5,23014,111,12.204,15.11,0.55,277.37,-8.95,21.667,F
159.81,23030,111,12.562,16.272,1.4667,277.37,-9.37,21.667,I
180.47,23046,111,12.875,17.39,1.5,277.37,-9.78,21.667,I
261,23046,112,13.188,16.138,1.5333,273.1,-9.69,21.667,I
360.36,23062,112,13.501,13.903,1.5833,273.1,-9.31,21.667,I
414.28,23078,112,13.679,14.305,1.6,273.1,-8.42,21.667,I
390.27,23094,113,13.679,15.691,1.6,273.1,-7.15,21.667,I
316.27,23110,113,13.545,16.049,1.5833,269.75,-5.97,21.667,I
308.14,23126,114,13.366,14.261,1.5667,269.75,-5.09,21.667,I
324.22,23126,114,13.366,14.216,1.5667,269.75,-4.81,21.667,I
312.2,23142,114,13.322,14.305,1.55,269.75,-4.73,21.667,I
286.22,23158,115,13.322,15.646,1.55,266.7,-5.15,21.667,I
241.09,23174,115,13.143,16.63,1.5333,266.7,-4.97,21.667,I
247.98,23191,116,12.875,14.752,1.5,266.7,-4.39,21.667,I
298.11,23191,116,12.741,13.724,1.4833,266.7,-4.01,21.667,I
290.4,23207,117,12.696,13.143,1.4833,263.35,-3.93,21.667,I
328.79,23223,117,12.651,12.383,1.4833,263.35,-3.65,21.667,I
345.31,23239,118,12.696,13.814,1.4833,263.35,-3.66,21.667,I
345.94,23255,118,12.696,12.785,1.4833,263.35,-3.48,21.667,I
353.68,23255,118,12.785,13.456,1.5,261.52,-3.39,21.667,I
320.51,23271,119,12.83,14.484,1.5,261.52,-3.71,21.667,I
292.45,23287,120,12.785,14.082,1.5,261.52,-4.12,21.667,I
257.5,23303,120,12.741,13.948,1.4833,261.52,-4.53,21.667,I
183.07,23319,121,12.651,14.216,1.4833,259.08,-5.04,21.667,I
133.44,23319,122,12.651,15.468,1.4833,259.08,-5.85,21.667,H
147.09,23335,122,12.517,16.093,1.4667,259.08,-5.95,21.667,H
134.68,23352,122,12.383,16.54,1.4333,259.08,-5.76,21.667,H
95.37,23368,122,12.204,17.613,1.4167,256.03,-6.06,21.667,H
133.03,23368,123,12.07,16.943,1.4167,256.03,-6.17,21.667,H
203.78,23384,123,12.115,15.736,1.4167,256.03,-6.77,21.667,I
265.79,23400,123,12.294,15.557,1.4333,256.03,-7.77,21.667,I
240.51,23416,122,12.517,14.842,1.4167,252.37,-8.37,21.667,I
250.21,23416,122,12.741,15.736,1.3833,252.37,-8.77,21.667,I
261.91,23432,122,12.919,15.557,1.4,252.37,-8.88,21.667,I
269.58,23448,122,13.098,15.289,1.4167,252.37,-8.68,21.667,I
267.24,23464,122,13.232,14.976,1.4333,249.33,-8.28,21.667,I
274.84,23480,122,13.366,14.797,1.45,249.33,-7.68,21.667,I
282.1,23496,122,13.411,15.11,1.45,249.33,-7.28,21.667,I
302.68,23496,122,13.501,14.976,1.45,249.33,-6.49,21.667,I
264.35,23512,122,13.366,14.886,1.4333,246.58,-5.79,21.667,I
257.01,23529,122,13.188,15.11,1.4167,246.58,-5.09,21.667,I
239.66,23545,122,12.964,15.78,1.4,246.58,-4.5,21.667,I
218.28,23561,122,12.741,15.333,1.3667,246.58,-4.61,21.667,I
176.73,23561,122,12.696,14.529,1.3667,243.23,-5.11,21.667,I
206.91,23577,122,12.919,13.456,1.3833,243.23,-6.22,21.667,I
236.01,23593,123,13.143,13.143,1.4167,243.23,-7.33,21.667,I
241.88,23609,122,13.501,14.529,1.45,243.23,-8.04,21.667,I
226.76,23625,122,13.724,15.915,1.4833,239.27,-8.03,21.667,I
222.74,23641,122,13.769,13.501,1.4833,239.27,-7.54,21.667,I
240.5,23641,122,13.948,13.724,1.3833,239.27,-7.55,21.667,I
0,23657,122,14.037,15.87,0.66667,239.27,-7.37,21.667,B
0,23673,122,13.992,15.11,0,235.92,-7.48,21.667,B
0,23689,122,14.037,15.244,0,235.92,-7.89,21.667,B
0,23706,121,14.082,15.512,0,235.92,-8.11,21.667,B
0,23722,121,14.216,16.183,0,235.92,-8.42,21.667,B
0,23738,120,14.35,15.557,0,231.95,-8.94,21.667,B
0,23754,119,14.663,14.529,0,231.95,-8.96,21.667,B
0,23770,118,14.797,15.065,0,231.95,-8.98,21.667,B
0,23786,117,14.976,15.87,0,231.95,-8.49,21.667,B
0,23786,117,15.11,15.602,0,227.69,-8.31,21.667,B
0,23802,116,15.244,16.853,0,227.69,-8.24,21.667,B
0,23818,115,15.333,16.496,0,227.69,-8.16,21.667,B
0,23834,115,15.378,15.915,0,227.69,-8.49,21.667,B
0,23850,114,15.333,15.691,0,223.11,-7.8,21.667,B
0,23867,113,15.11,16.004,0,223.11,-6.82,21.667,B
0,23883,112,14.931,15.244,0,223.11,-5.74,21.667,B
0,23899,111,14.663,15.602,0,223.11,-4.56,21.667,B
8.5,23915,111,14.35,15.78,0.33333,217.32,-4.28,21.667,H
89.94,23931,110,14.126,15.244,1.4333,217.32,-4.49,21.667,I
168.56,23947,109,14.171,14.529,1.5333,217.32,-5.1,21.667,I
229.67,23963,110,14.395,14.082,1.5667,217.32,-6.51,21.667,I
263.29,23979,110,14.752,14.931,1.6,212.14,-7.32,21.667,I
242.48,23979,110,14.976,16.675,1.6167,212.14,-8.33,21.667,I
211.31,23995,110,15.021,16.183,1.6333,212.14,-8.64,21.667,I
247.77,24011,111,15.155,16.809,1.6333,212.14,-8.65,21.667,I
233.49,24027,111,15.244,17.435,1.65,208.18,-9.07,21.667,I
243.3,24044,111,15.289,17.345,1.65,208.18,-8.88,21.667,I
273.63,24060,112,15.199,16.093,1.3333,208.18,-8.49,21.667,I
278.12,24076,111,15.065,16.138,0.98333,208.18,-7.8,21.667,I
0,24092,111,14.842,15.959,0.21667,204.22,-6.51,21.667,B
0,24108,111,14.529,17.077,0,204.22,-5.22,21.667,B
0,24124,111,14.082,16.853,0,204.22,-4.83,21.667,B
0,24140,109,13.814,14.484,0,204.22,-4.63,21.667,B
75.06,24140,108,13.769,13.724,0.18333,200.25,-4.94,21.667,I
193.53,24156,108,13.948,14.126,1.5167,200.25,-5.85,21.667,I
243.8,24172,109,14.171,15.11,1.5333,200.25,-6.36,21.667,I
299.3,24188,109,14.35,15.825,1.55,200.25,-6.66,21.667,I
308.26,24204,110,14.439,14.797,1.55,196.29,-6.77,21.667,I
361.02,24221,110,14.573,14.305,1.5667,196.29,-6.38,21.667,I
374.29,24237,110,14.618,14.708,1.5833,196.29,-5.98,21.667,I
370.43,24253,111,14.618,14.484,1.5833,196.29,-5.48,21.667,I
362.43,24269,111,14.529,15.825,1.5667,193.85,-4.78,21.667,I
349.75,24285,112,14.395,15.646,1.55,193.85,-4.38,21.667,I
351.59,24285,112,14.171,14.931,1.5333,193.85,-3.79,21.667,I
362.09,24301,113,14.037,14.842,1.5167,193.85,-3.69,21.667,I
399.42,24317,114,13.948,14.708,1.5,192.02,-3.29,21.667,I
414.49,24333,114,13.724,14.618,1.4833,192.02,-2.99,21.667,I
381.4,24349,115,13.545,13.277,1.45,192.02,-2.89,21.667,I
405.9,24365,115,13.456,12.83,1.45,192.02,-2.49,21.667,I
397.24,24382,116,13.411,15.423,1.45,190.2,-2.59,21.667,I
371.85,24382,117,13.322,14.261,1.4333,190.2,-2.79,21.667,I
380.3,24398,118,13.277,13.724,1.4333,190.2,-3.18,21.667,I
397.31,24414,119,13.277,13.188,1.4333,190.2,-3.38,21.667,I
422.19,24430,120,13.366,13.903,1.45,187.76,-3.68,21.667,I
387.82,24446,120,13.501,13.903,1.4667,187.76,-4.38,21.667,I
373.34,24462,121,13.679,14.573,1.4833,187.76,-4.97,21.667,I
380.88,24462,122,13.858,14.126,1.5,187.76,-5.27,21.667,I
387.87,24478,122,13.948,13.903,1.5,185.32,-5.37,21.667,I
402.27,24494,122,13.948,12.472,1.5,185.32,-4.76,21.667,I
397.9,24510,123,13.903,13.188,1.5,185.32,-3.86,21.667,I
346.79,24526,123,13.814,14.126,1.5,185.32,-3.25,21.667,I
280.75,24542,124,13.724,14.439,1.4833,182.88,-3.45,21.667,I
232.75,24559,124,13.635,14.305,1.4667,182.88,-4.04,21.667,I
238.6,24559,124,13.814,13.992,1.4833,182.88,-5.44,21.667,I
223.7,24575,124,13.948,16.004,1.5,182.88,-6.63,21.667,I
206.37,24591,124,13.948,15.736,1.5167,179.83,-7.32,21.667,I
236.37,24607,124,14.082,15.199,1.5167,179.83,-7.42,21.667,I
266.56,24623,124,14.171,14.708,1.5333,179.83,-7.31,21.667,I
266.94,24639,124,14.216,15.155,1.5333,179.83,-7.21,21.667,I
249.11,24655,124,14.305,15.691,1.55,175.87,-7.1,21.667,I
266.33,24671,124,14.395,14.797,1.55,175.87,-7.39,21.667,I
255.35,24671,123,14.529,15.244,1.5667,175.87,-7.69,21.667,I
241.34,24687,123,14.663,18.284,1.5833,175.87,-7.88,21.667,I
166.28,24703,123,14.573,19.446,1.5667,170.69,-8.38,21.667,I
176.3,24719,123,14.439,18.507,1.55,170.69,-8.58,21.667,I
248.74,24736,123,14.439,17.703,1.55,170.69,-8.87,21.667,I
308.07,24752,122,14.439,17.256,1.55,170.69,-8.87,21.667,I
360.17,24768,122,14.484,17.524,1.5667,166.42,-8.77,21.667,I
329.26,24784,123,14.529,17.524,1.5667,166.42,-8.96,21.667,I
365.78,24800,122,14.708,17.077,1.5833,166.42,-9.16,21.667,I
357.72,24816,123,14.797,17.122,1.6,166.42,-9.46,21.667,I
390.26,24832,122,14.931,16.362,1.6167,161.24,-9.26,21.667,I
399.82,24832,122,15.065,17.211,1.6167,161.24,-9.16,21.667,I
408.53,24848,123,15.155,16.228,1.6333,161.24,-8.86,21.667,I
437.22,24864,122,15.244,17.658,1.65,161.24,-8.25,21.667,I
363.52,24880,122,14.931,18.239,1.6167,156.97,-7.35,21.667,I
352.76,24896,123,14.663,16.943,1.5833,156.97,-7.05,21.667,I
428.42,24913,123,14.529,15.333,1.5667,156.97,-5.95,21.667,I
444.18,24929,124,14.395,14.931,1.55,156.97,-5.45,21.667,I
424.34,24945,124,14.439,15.155,1.5667,152.4,-5.64,21.667,I
378.67,24961,123,14.439,15.87,1.55,152.4,-5.34,21.667,I
394.07,24977,124,14.439,15.11,1.55,152.4,-5.54,21.667,I
380.31,24993,124,14.484,15.646,1.5667,152.4,-5.63,21.667,I
349.06,24993,124,14.395,14.931,1.55,148.74,-5.63,21.667,I
318.31,25009,124,14.439,14.529,1.4333,148.74,-5.82,21.667,I
269.88,25025,124,14.395,14.126,0.68333,148.74,-5.92,21.667,I
0,25041,124,14.395,14.082,0,148.74,-6.42,21.667,B
0,25057,123,14.439,14.573,0,145.69,-6.41,21.667,B
0,25074,123,14.216,14.573,0,145.69,-6.11,21.667,B
0,25090,123,14.082,13.903,0,145.69,-5.91,21.667,B
0,25106,123,13.992,13.188,0,145.69,-6.11,21.667,B
0,25122,123,14.037,13.188,0,142.95,-6.1,21.667,B
0,25122,122,13.948,13.009,0,142.95,-6.4,21.667,B
0,25138,121,13.814,12.83,0,142.95,-5.9,21.667,B
0,25154,121,13.635,13.054,0,142.95,-4.9,21.667,B
57.04,25170,120,13.545,12.83,0.55,139.9,-4.4,21.667,H
143.63,25186,119,13.679,12.964,1.4667,139.9,-4.3,21.667,I
192.56,25202,120,13.724,13.814,1.4833,139.9,-4.2,21.667,I
206.84,25218,119,13.679,13.009,1.4833,139.9,-4.2,21.667,I
195.84,25218,120,13.724,11.847,1.4833,136.86,-4.7,21.667,I
233.23,25234,120,13.948,12.472,1.5,136.86,-4.89,21.667,I
272.54,25251,120,14.216,12.919,1.5333,136.86,-5.49,21.667,I
298.19,25267,121,14.395,12.964,1.55,136.86,-5.69,21.667,I
313.46,25283,121,14.395,13.456,1.55,133.5,-4.89,21.667,I
298.27,25299,122,14.261,13.098,1.5333,133.5,-4.18,21.667,I
290.85,25315,122,14.216,13.814,1.5333,133.5,-3.68,21.667,I
286.37,25331,123,14.216,13.858,1.5333,133.5,-3.87,21.667,I
296.96,25331,123,14.35,13.903,1.55,130.45,-4.36,21.667,I
301.5,25347,123,14.395,13.232,1.55,130.45,-4.76,21.667,I
305.08,25363,123,14.439,13.59,1.5667,130.45,-5.15,21.667,I
296.53,25379,124,14.529,13.679,1.5667,130.45,-5.14,21.667,I
282.16,25395,124,14.573,13.903,1.5667,128.02,-5.24,21.667,I
286.8,25411,125,14.618,13.858,1.5833,128.02,-5.13,21.667,I
261.71,25428,125,14.573,15.155,1.5833,128.02,-5.02,21.667,I
243.74,25444,125,14.484,14.752,1.5667,128.02,-4.91,21.667,I
270.62,25460,126,14.439,13.992,1.55,126.19,-4.81,21.111,I
294.44,25476,126,14.395,13.456,1.55,126.19,-4.4,21.667,I
320.23,25476,127,14.35,12.919,1.55,126.19,-4.19,21.667,I
335.85,25492,127,14.35,13.009,1.55,126.19,-3.79,21.111,I
309.56,25508,128,14.305,14.395,1.55,124.36,-3.58,21.111,I
313.34,25524,128,14.216,14.082,1.5333,124.36,-3.58,21.111,I
348.83,25540,128,14.216,14.082,1.5333,124.36,-3.57,21.111,I
340.62,25556,128,14.082,13.948,1.5167,124.36,-3.37,21.667,I
318.47,25572,128,13.903,13.277,1.5,122.22,-3.26,21.667,I
308.14,25589,129,13.769,13.456,1.4833,122.22,-2.96,21.667,I
322.64,25589,129,13.679,12.606,1.4833,122.22,-2.96,21.667,I
334.87,25605,130,13.679,12.562,1.4667,122.22,-3.05,21.667,I
325.95,25621,130,13.724,12.875,1.4833,120.7,-3.15,21.667,I
328.99,25637,131,13.769,13.009,1.4833,120.7,-3.45,21.667,I
317.12,25653,131,13.769,13.366,1.5,120.7,-3.65,21.667,I
309.02,25669,132,13.858,15.155,1.5,120.7,-4.25,21.667,I
267.12,25685,132,13.858,15.244,1.5,119.18,-4.45,21.667,I
279.33,25685,132,13.814,15.468,1.4833,119.18,-4.75,21.667,I
324.54,25701,133,13.769,13.992,1.4833,119.18,-4.95,21.667,I
378.52,25717,133,13.814,13.456,1.4833,119.18,-4.55,21.667,I
434.53,25733,133,13.858,12.383,1.5,116.43,-4.14,21.667,I
441.44,25749,133,13.903,11.712,1.5,116.43,-3.74,21.667,I
413.34,25766,134,14.037,11.847,1.5167,116.43,-3.74,21.667,I
379.19,25782,134,14.216,12.696,1.5333,116.43,-4.04,21.667,I
329.3,25798,134,14.305,13.188,1.55,114,-4.34,21.667,I
309.48,25798,134,14.395,13.858,1.55,114,-4.73,21.667,I
267.81,25814,134,14.439,13.992,1.55,114,-4.83,21.667,I
259.18,25830,135,14.484,13.366,1.5667,114,-5.02,21.667,I
301.59,25846,135,14.529,13.366,1.5667,111.25,-4.92,21.667,I
297.09,25862,135,14.529,14.171,1.5667,111.25,-4.61,21.667,I
295.88,25878,135,14.395,13.858,1.55,111.25,-4.21,21.667,I
297.72,25894,135,14.216,13.232,1.5333,111.25,-3.2,21.667,I
326.52,25910,135,14.037,13.411,1.5167,108.51,-2.7,21.667,I
321.99,25926,135,13.992,13.858,1.5,108.51,-2.7,21.667,I
319.39,25926,135,13.948,13.679,1.5167,108.51,-2.89,21.667,I
325.36,25943,136,13.992,13.545,1.5167,108.51,-3.69,21.667,I
331.3,25959,136,14.037,13.59,1.5167,105.77,-3.99,21.111,I
325.31,25975,136,13.992,13.992,1.5167,105.77,-3.99,21.111,I
316.24,25991,136,13.948,13.992,1.5,105.77,-3.99,21.111,I
316.11,26007,136,13.903,14.037,1.5,105.77,-3.7,21.111,I
317.97,26023,137,13.858,14.618,1.5,103.33,-3.8,21.111,I
289.9,26023,136,13.769,16.719,1.4833,103.33,-3.9,21.111,I
268.2,26039,136,13.501,16.406,1.45,103.33,-3.7,21.667,I
282.5,26055,137,13.232,15.825,1.4333,103.33,-4.01,21.111,I
335.29,26071,137,13.188,15.155,1.45,101.5,-4.11,21.111,I
395.15,26087,136,13.098,14.529,1.5333,101.5,-4.11,21.667,I
437.69,26103,137,13.143,13.366,1.5333,101.5,-4.22,21.667,I
463.2,26103,137,13.188,11.936,1.55,101.5,-4.02,21.667,I
446.56,26120,137,13.277,13.009,1.55,99.67,-3.53,21.667,I
352.13,26136,136,13.277,14.126,1.5333,99.67,-3.73,21.667,I
273.79,26152,136,13.232,15.155,1.4667,99.67,-4.44,21.111,I
218.98,26168,136,13.366,14.752,1.45,99.67,-5.54,21.667,H
322.69,26184,136,13.679,15.557,1.4833,98.45,-6.75,21.667,I
320.87,26184,136,13.769,15.646,1.4833,98.45,-7.05,21.667,I
364.42,26200,136,13.679,13.232,1.4833,98.45,-6.56,21.667,I
361.83,26216,136,13.635,12.294,1.4667,98.45,-5.67,21.667,I
387.94,26232,136,13.814,12.204,1.5,95.707,-5.07,21.667,I
349.55,26248,136,14.082,13.903,1.5167,95.707,-5.08,21.667,I
309.81,26264,136,14.126,14.886,1.5333,95.707,-5.48,21.667,I
283.98,26281,136,14.216,16.764,1.5333,95.707,-5.79,21.667,I
274.93,26281,137,14.037,16.675,1.5167,92.964,-5.4,21.667,I
300.09,26297,136,13.814,16.987,1.5,92.964,-4.9,21.111,I
291.5,26313,136,13.545,16.228,1.4667,92.964,-4.4,21.111,I
314.65,26329,136,13.411,14.797,1.45,92.964,-4.61,21.667,I
390.7,26345,136,13.501,13.724,1.45,89.611,-4.7,21.111,I
379.18,26361,136,13.322,14.261,1.4333,89.611,-4.3,21.111,I
354.51,26377,136,13.232,14.529,1.4333,89.611,-4.1,21.111,I
329.59,26377,137,13.054,14.797,1.4167,89.611,-3.5,21.111,I
345.23,26393,137,12.919,14.797,1.4,86.868,-2.98,21.667,I
339.05,26409,137,12.83,13.814,1.3833,86.868,-3.25,21.667,I
356.39,26425,137,12.964,13.948,1.4,86.868,-3.54,21.667,I
362.41,26441,137,13.054,14.976,1.4167,86.868,-4.32,21.667,I
336.37,26441,137,13.188,14.797,1.4167,83.21,-5.21,21.667,I
251.94,26458,137,13.054,16.496,1.4167,83.21,-5.6,21.667,H
193.98,26474,136,12.919,16.093,1.4,83.21,-6.29,21.667,H
182.13,26490,136,12.964,15.378,1.0667,83.21,-6.98,21.667,H
0,26506,136,13.098,14.752,0.36667,78.334,-8.06,21.667,B
0,26506,135,13.277,15.915,0,78.334,-9.35,21.667,B
0,26522,135,13.501,16.809,0,78.334,-10.44,21.667,B
39.14,26538,134,13.724,15.691,0.63333,78.334,-10.93,21.667,H
141.39,26554,133,14.037,14.886,1.0167,74.676,-10.83,21.667,H
179.61,26570,133,14.305,15.512,1.1667,74.676,-10.92,21.667,H
137.69,26586,132,14.573,17.211,1.1667,74.676,-10.81,21.667,H
117.81,26602,132,14.752,16.898,1.1,74.676,-10.81,21.667,H
0,26618,132,14.842,17.077,0.48333,70.409,-11.21,21.667,B
0,26635,132,14.976,17.792,0,70.409,-11.31,21.667,B
0,26635,132,15.155,16.853,0,70.409,-11.21,21.667,B
0,26651,132,15.155,17.524,0,70.409,-10.71,21.667,B
0,26667,130,14.976,17.479,0,65.837,-9.81,21.667,B
0,26683,130,14.35,15.423,0,65.837,-8.41,21.667,B
0,26699,129,13.59,13.366,0,65.837,-7.31,21.667,B
0,26715,128,12.919,13.143,0,65.837,-6.11,21.667,B
12.28,26731,126,12.741,11.668,0.93333,60.96,-5.2,21.667,H
29.63,26731,126,12.606,12.785,0.73333,60.96,-4.5,21.667,H
0,26747,126,12.159,12.517,0.066667,60.96,-3.9,21.667,B
0,26763,126,11.087,11.31,0,60.96,-3.9,21.667,B
0,26779,125,9.5219,9.7902,0,58.217,-3.69,21.667,F
0,26779,124,7.9126,8.4937,0,58.217,-3.88,21.667,F
0,26779,124,6.3032,7.242,0,58.217,-4.08,21.667,F
0,26796,123,4.6939,5.5433,0,58.217,-3.78,21.667,F
0,26796,122,3.4869,4.7833,0,55.474,-4.17,21.667,F
0,26796,121,2.8163,3.9786,0,55.474,-3.87,21.667,F
0,26796,120,2.2799,3.3081,0,55.474,-3.07,21.667,F
0,26796,120,2.0564,3.5763,0,55.474,-2.77,21.667,F
0,26796,119,2.1905,4.6492,0,54.864,-1.87,21.667,F
0,26812,119,2.6375,4.828,0,54.864,-1.66,21.667,F
0,26812,118,3.2634,4.9621,0,54.864,-2.46,21.667,F
95.61,26812,118,3.8445,3.7998,0.55,54.864,-2.56,21.667,F
149.61,26812,118,4.8727,4.828,0.68333,53.645,-3.25,21.667,F
188.71,26828,118,5.8562,6.4821,0.86667,53.645,-3.65,21.667,F
216.49,26828,117,6.4821,6.4821,0.98333,53.645,-3.44,21.667,F
290.27,26844,117,6.9291,6.6162,1.05,53.645,-3.33,21.667,F
207.43,26844,118,7.2867,6.3927,1.1167,54.254,-2.42,21.667,F
185.39,26844,118,7.3314,5.7221,1.1333,54.254,-1.52,21.667,F
154.98,26860,118,7.242,5.4092,1.2,54.254,-0.31,21.667,F
134.28,26860,119,7.1526,5.2304,1.2333,54.254,0.19,21.667,F
117.78,26876,120,7.1526,5.3645,1.2167,54.864,0.5,21.667,F
112.03,26876,121,7.1079,6.1244,1.2167,54.864,0.9,21.667,F
122.56,26892,121,7.0185,5.7221,1.2,54.864,1.21,21.667,F
115.82,26892,122,6.9291,5.1409,1.1833,54.864,1.42,21.667,F
111.16,26908,122,6.795,4.2916,1.1667,54.559,1.62,21.667,F
107.35,26908,123,6.795,4.2916,1.1667,54.559,1.33,21.667,F
94.79,26908,124,6.795,3.8892,1.1667,54.559,0.83,21.667,F
95.98,26924,124,6.795,2.9505,1.1667,54.559,0.44,21.667,F
96.18,26924,125,6.9291,2.9952,1.1833,54.559,-0.06,21.667,F
90.6,26940,125,7.0185,2.9505,1.2,54.559,-0.25,21.667,F
84.76,26940,125,7.1079,3.0846,1.2167,54.559,-0.34,21.667,F
78.21,26956,125,7.1526,4.0681,1.2167,54.559,-0.43,21.667,F
95.19,26956,125,7.242,3.2634,1.2333,54.254,-0.03,21.667,F
91.64,26956,125,7.3314,3.9786,1.25,54.254,-0.13,21.667,F
81.84,26973,126,7.4208,4.2022,1.25,54.254,-0.12,21.667,F
75.33,26973,125,7.4208,4.381,1.2667,54.254,0.09,21.667,F
72.34,26989,125,7.3761,3.2634,1.2667,54.559,-0.01,21.667,F
80.84,26989,125,7.4208,3.4422,1.2667,54.559,-0.1,21.667,F
88.07,27005,125,7.555,4.828,1.3,54.559,0,21.667,F
88.6,27005,125,7.555,5.0515,1.3,54.559,0.31,21.667,F
79.84,27021,125,7.555,4.6045,1.2833,54.559,0.12,21.667,F
90.13,27021,125,7.5103,4.828,1.2833,54.559,0.62,21.667,F
102.36,27037,125,7.4208,4.6045,1.2833,54.559,1.03,21.667,F
114.9,27037,125,7.3761,4.381,1.2667,54.559,1.04,21.667,F
129.16,27053,126,7.3761,3.9786,1.2333,54.864,1.54,21.667,F
143.65,27053,126,7.1973,3.6657,1.2167,54.864,2.15,21.667,F
157.6,27053,125,7.0632,4.5598,1.2,54.864,2.65,21.667,F
161.07,27069,126,6.9291,4.381,1.1833,54.864,2.96,21.667,F
173.26,27069,126,6.795,4.2469,1.2833,55.474,3.57,21.667,F
188.51,27085,126,6.795,4.5598,1.2833,55.474,3.37,21.667,F
198.8,27085,126,6.8397,4.4257,1.3,55.474,3.08,21.667,F
202.1,27101,126,6.9291,4.3363,1.3167,55.474,2.78,21.667,F
204.68,27101,127,7.0185,3.7551,1.3333,56.388,2.29,21.667,F
208.99,27101,127,7.1079,4.6939,1.3333,56.388,2.1,21.667,F
213.54,27117,127,7.1526,5.9009,1.35,56.388,2.11,21.667,F
216.89,27117,127,7.2867,5.9903,1.3833,56.388,1.91,21.667,F
222.18,27133,128,7.3314,6.1691,1.4,57.912,1.82,21.667,F
230.77,27133,128,7.4655,6.6162,1.4167,57.912,1.73,21.667,F
239,27150,129,7.4655,5.6327,1.4167,57.912,1.83,21.667,F
265.67,27150,129,7.6891,5.8115,1.45,57.912,1.84,21.667,F
291.29,27166,130,7.8679,6.0797,1.4833,59.741,1.75,21.667,F
299.91,27166,130,8.0467,6.1244,1.5167,59.741,1.65,21.667,F
294.01,27182,130,8.1361,6.5268,1.5333,59.741,1.55,21.667,F
288.59,27182,131,8.1361,5.4539,1.5333,59.741,1.96,21.667,F
287.96,27198,131,8.1361,4.6492,1.5333,60.96,2.37,21.667,F
286.5,27198,132,8.0914,5.3198,1.5333,60.96,2.88,21.667,F
294.11,27214,133,8.0914,4.6939,1.5333,60.96,3.19,21.667,F
296.45,27214,133,8.0914,6.9738,1.5167,60.96,3.4,21.667,F
291.63,27230,134,8.0467,7.9126,1.5167,61.874,3.3,21.667,F
303.86,27230,135,8.0467,7.4655,1.5167,61.874,3.5,21.667,F
324.02,27246,135,8.002,5.9009,1.5167,61.874,3.41,21.667,F
339.32,27246,136,8.0467,7.1526,1.5167,61.874,3.41,21.667,F
352.61,27262,136,8.0467,5.3198,1.5167,62.789,3.62,21.667,F
330.74,27262,137,8.0914,5.1409,1.5,62.789,3.52,21.667,F
365.96,27278,138,8.0914,5.8562,1.4167,62.789,3.82,21.667,F
396.68,27278,138,8.4043,6.2138,1.45,62.789,3.52,21.667,F
427.27,27294,139,8.6279,6.0797,1.4833,64.313,3.63,21.667,I
451.81,27294,139,8.762,5.4092,1.5,64.313,3.83,21.667,I
471.3,27310,140,8.8961,4.828,1.5167,64.313,3.84,21.667,I
490.79,27310,140,9.0302,4.381,1.55,64.313,4.34,21.667,I
487.39,27327,141,9.1196,5.588,1.5667,65.837,4.55,21.667,I
498.06,27343,141,9.2537,4.9174,1.5833,65.837,4.66,21.667,I
516.55,27343,142,9.3431,4.9621,1.6,65.837,4.86,21.667,I
535.24,27359,142,9.5219,5.588,1.6333,65.837,4.67,21.667,I
542.97,27359,143,9.6113,4.9174,1.65,67.056,4.87,21.667,I
540.75,27375,144,9.7007,6.035,1.6667,67.056,4.78,21.667,I
513.17,27391,144,9.7007,5.9456,1.65,67.056,4.69,21.667,I
492.84,27391,145,9.7007,6.348,1.65,67.056,4.8,21.667,I
474.09,27407,145,9.6113,7.0185,1.6333,68.275,4.7,21.667,I
461.32,27407,146,9.5219,7.5103,1.6167,68.275,4.81,21.667,I
456.35,27423,147,9.3431,6.795,1.6,68.275,4.82,21.667,I
458.97,27439,148,9.2984,7.1079,1.5833,68.275,5.03,21.667,I
445.18,27439,149,9.209,6.8397,1.5667,70.714,4.93,21.667,I
436.61,27455,149,9.209,7.242,1.5667,70.714,4.64,21.667,I
442.91,27455,151,9.1643,6.6162,1.5667,70.714,4.45,21.667,I
447.54,27471,151,9.1196,6.3032,1.55,70.714,4.46,21.667,I
457.93,27471,152,9.1196,7.0632,1.5667,72.542,4.66,21.667,I
431.19,27488,152,9.0749,7.2867,1.65,72.542,4.87,21.667,I
429.81,27504,153,9.0302,7.3314,1.7,72.542,4.78,21.667,I
